fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
79,0.58,0.23,23,0.076,23,94,0.99686,321,0.58,95,6
77,0.57,0.21,15,0.069,4,9,0.99458,316,0.54,98,6
79,0.34,0.36,19,0.065,5,10,0.99419,327,0.54,112,7
86,0.42,0.39,18,0.068,6,12,0.99516,335,0.69,117,8
99,0.74,0.19,58,0.111,33,76,0.99878,314,0.55,94,5
72,0.36,0.46,21,0.074,24,44,0.99534,34,0.85,11,7
72,0.36,0.46,21,0.074,24,44,0.99534,34,0.85,11,7
72,0.36,0.46,21,0.074,24,44,0.99534,34,0.85,11,7
99,0.72,0.55,17,0.136,24,52,0.99752,335,0.94,10,5
72,0.36,0.46,21,0.074,24,44,0.99534,34,0.85,11,7
62,0.39,0.43,2,0.071,14,24,0.99428,345,0.87,112,7
68,0.65,0.02,21,0.078,8,15,0.99498,335,0.62,104,6
66,0.44,0.15,21,0.076,22,53,0.9957,332,0.62,93,5
68,0.65,0.02,21,0.078,8,15,0.99498,335,0.62,104,6
96,0.38,0.42,19,0.071,5,13,0.99659,315,0.75,105,6
102,0.33,0.46,19,0.081,6,9,0.99628,31,0.48,104,6
88,0.27,0.46,21,0.095,20,29,0.99488,326,0.56,113,6
79,0.57,0.31,2,0.079,10,79,0.99677,329,0.69,95,6
82,0.34,0.37,19,0.057,43,74,0.99408,323,0.81,12,6
82,0.4,0.31,19,0.082,8,24,0.996,324,0.69,106,6
9,0.39,0.4,13,0.044,25,50,0.99478,32,0.83,109,6
109,0.32,0.52,18,0.132,17,44,0.99734,328,0.77,115,6
109,0.32,0.52,18,0.132,17,44,0.99734,328,0.77,115,6
81,0.53,0.22,22,0.078,33,89,0.99678,326,0.46,96,6
105,0.36,0.47,22,0.074,9,23,0.99638,323,0.76,12,6
126,0.39,0.49,25,0.08,8,20,0.9992,307,0.82,103,6
92,0.46,0.23,26,0.091,18,77,0.99922,315,0.51,94,5
75,0.58,0.03,41,0.08,27,46,0.99592,302,0.47,92,5
9,0.58,0.25,2,0.104,8,21,0.99769,327,0.72,96,5
51,0.42,0,18,0.044,18,88,0.99157,368,0.73,136,7
76,0.43,0.29,21,0.075,19,66,0.99718,34,0.64,95,5
77,0.18,0.34,27,0.066,15,58,0.9947,337,0.78,118,6
78,0.815,0.01,26,0.074,48,90,0.99621,338,0.62,108,5
76,0.43,0.29,21,0.075,19,66,0.99718,34,0.64,95,5
102,0.23,0.37,22,0.057,14,36,0.99614,323,0.49,93,4
71,0.75,0.01,22,0.059,11,18,0.99242,339,0.4,128,6
6,0.33,0.32,129,0.054,6,113,0.99572,33,0.56,115,4
78,0.55,0,17,0.07,7,17,0.99659,326,0.64,94,6
71,0.75,0.01,22,0.059,11,18,0.99242,339,0.4,128,6
81,0.73,0,25,0.081,12,24,0.99798,338,0.46,96,4
65,0.67,0,43,0.057,11,20,0.99488,345,0.56,118,4
75,0.61,0.2,17,0.076,36,60,0.99494,31,0.4,93,5
98,0.37,0.39,25,0.079,28,65,0.99729,316,0.59,98,5
9,0.4,0.41,2,0.058,15,40,0.99414,322,0.6,122,6
83,0.56,0.22,24,0.082,10,86,0.9983,337,0.62,95,5
59,0.29,0.25,134,0.067,72,160,0.99721,333,0.54,103,6
74,0.55,0.19,18,0.082,15,34,0.99655,349,0.68,105,5
74,0.74,0.07,17,0.086,15,48,0.99502,312,0.48,10,5
74,0.55,0.19,18,0.082,15,34,0.99655,349,0.68,105,5
69,0.41,0.33,22,0.081,22,36,0.9949,341,0.75,111,6
71,0.6,0.01,23,0.079,24,37,0.99514,34,0.61,109,6
71,0.6,0.01,23,0.079,24,37,0.99514,34,0.61,109,6
75,0.58,0.14,22,0.077,27,60,0.9963,328,0.59,98,5
71,0.72,0,18,0.123,6,14,0.99627,345,0.58,98,5
79,0.66,0,14,0.096,6,13,0.99569,343,0.58,95,5
78,0.7,0.06,19,0.079,20,35,0.99628,34,0.69,109,5
61,0.64,0.02,24,0.069,26,46,0.99358,347,0.45,11,5
75,0.59,0.22,18,0.082,43,60,0.99499,31,0.42,92,5
7,0.58,0.28,48,0.085,12,69,0.99633,332,0.7,11,6
68,0.64,0,27,0.123,15,33,0.99538,344,0.63,113,6
68,0.64,0,27,0.123,15,33,0.99538,344,0.63,113,6
86,0.635,0.68,18,0.403,19,56,0.99632,302,1.15,93,5
63,1.02,0,2,0.083,17,24,0.99437,359,0.55,112,4
98,0.45,0.38,25,0.081,34,66,0.99726,315,0.58,98,5
82,0.78,0,22,0.089,13,26,0.9978,337,0.46,96,4
85,0.37,0.32,18,0.066,26,51,0.99456,338,0.72,118,6
72,0.57,0.05,23,0.081,16,36,0.99564,338,0.6,103,6
72,0.57,0.05,23,0.081,16,36,0.99564,338,0.6,103,6
104,0.43,0.5,23,0.068,13,19,0.996,31,0.87,114,6
69,0.41,0.31,2,0.079,21,51,0.99668,347,0.55,95,6
55,0.49,0.03,18,0.044,28,87,0.9908,35,0.82,14,8
5,0.38,0.01,16,0.048,26,60,0.99084,37,0.75,14,6
73,0.44,0.2,16,0.049,24,64,0.9935,338,0.57,117,6
59,0.46,0,19,0.077,25,44,0.99385,35,0.53,112,5
75,0.58,0.2,2,0.073,34,44,0.99494,31,0.43,93,5
78,0.58,0.13,21,0.102,17,36,0.9944,324,0.53,112,6
8,0.715,0.22,23,0.075,13,81,0.99688,324,0.54,95,6
85,0.4,0.4,63,0.05,3,10,0.99566,328,0.56,12,4
7,0.69,0,19,0.114,3,10,0.99636,335,0.6,97,6
8,0.715,0.22,23,0.075,13,81,0.99688,324,0.54,95,6
98,0.3,0.39,17,0.062,3,9,0.9948,314,0.57,115,7
71,0.46,0.2,19,0.077,28,54,0.9956,337,0.64,104,6
71,0.46,0.2,19,0.077,28,54,0.9956,337,0.64,104,6
79,0.765,0,2,0.084,9,22,0.99619,333,0.68,109,6
87,0.63,0.28,27,0.096,17,69,0.99734,326,0.63,102,6
7,0.42,0.19,23,0.071,18,36,0.99476,339,0.56,109,5
113,0.37,0.5,18,0.09,20,47,0.99734,315,0.57,105,5
71,0.16,0.44,25,0.068,17,31,0.99328,335,0.54,124,6
8,0.6,0.08,26,0.056,3,7,0.99286,322,0.37,13,5
7,0.6,0.3,45,0.068,20,110,0.99914,33,1.17,102,5
7,0.6,0.3,45,0.068,20,110,0.99914,33,1.17,102,5
76,0.74,0,19,0.1,6,12,0.99521,336,0.59,11,5
82,0.635,0.1,21,0.073,25,60,0.99638,329,0.75,109,6
59,0.395,0.13,24,0.056,14,28,0.99362,362,0.67,124,6
75,0.755,0,19,0.084,6,12,0.99672,334,0.49,97,4
82,0.635,0.1,21,0.073,25,60,0.99638,329,0.75,109,6
66,0.63,0,43,0.093,51,NA,0.99558,32,0.45,95,5
66,0.63,0,43,0.093,51,NA,0.99558,32,0.45,95,5
72,0.53,0.14,21,0.064,15,29,0.99323,335,0.61,121,6
57,0.6,0,14,0.063,11,18,0.99191,345,0.56,122,6
76,1.58,0,21,0.137,5,9,0.99476,35,0.4,109,3
52,0.645,0,215,0.08,15,28,0.99444,378,0.61,125,6
67,0.86,0.07,2,0.1,20,57,0.99598,36,0.74,117,6
91,0.37,0.32,21,0.064,4,15,0.99576,33,0.8,112,6
8,0.28,0.44,18,0.081,28,68,0.99501,336,0.66,112,5
76,0.79,0.21,23,0.087,21,68,0.9955,312,0.44,92,5
75,0.61,0.26,19,0.073,24,88,0.99612,33,0.53,98,5
97,0.69,0.32,25,0.088,22,91,0.9979,329,0.62,101,5
68,0.68,0.09,39,0.068,15,29,0.99524,341,0.52,111,4
97,0.69,0.32,25,0.088,22,91,0.9979,329,0.62,101,5
7,0.62,0.1,14,0.071,27,63,0.996,328,0.61,92,5
75,0.61,0.26,19,0.073,24,88,0.99612,33,0.53,98,5
65,0.51,0.15,3,0.064,12,27,0.9929,333,0.59,128,6
8,1.18,0.21,19,0.083,14,41,0.99532,334,0.47,105,5
7,0.36,0.21,23,0.086,20,65,0.99558,34,0.54,101,6
7,0.36,0.21,24,0.086,24,69,0.99556,34,0.53,101,6
75,0.63,0.27,2,0.083,17,91,0.99616,326,0.58,98,6
54,0.74,0,12,0.041,16,46,0.99258,401,0.59,125,6
99,0.44,0.46,22,0.091,10,41,0.99638,318,0.69,119,6
75,0.63,0.27,2,0.083,17,91,0.99616,326,0.58,98,6
91,0.76,0.68,17,0.414,18,64,0.99652,29,1.33,91,6
97,0.66,0.34,26,0.094,12,88,0.99796,326,0.66,101,5
5,0.74,0,12,0.041,16,46,0.99258,401,0.59,125,6
91,0.34,0.42,18,0.058,9,18,0.99392,318,0.55,114,5
91,0.36,0.39,18,0.06,21,55,0.99495,318,0.82,11,7
67,0.46,0.24,17,0.077,18,34,0.9948,339,0.6,106,6
67,0.46,0.24,17,0.077,18,34,0.9948,339,0.6,106,6
67,0.46,0.24,17,0.077,18,34,0.9948,339,0.6,106,6
67,0.46,0.24,17,0.077,18,34,0.9948,339,0.6,106,6
65,0.52,0.11,18,0.073,13,38,0.9955,334,0.52,93,5
74,0.6,0.26,21,0.083,17,91,0.99616,329,0.56,98,6
74,0.6,0.26,21,0.083,17,91,0.99616,329,0.56,98,6
78,0.87,0.26,38,0.107,31,67,0.99668,326,0.46,92,5
84,0.39,0.1,17,0.075,6,25,0.99581,309,0.43,97,6
91,0.775,0.22,22,0.079,12,48,0.9976,318,0.51,96,5
72,0.835,0,2,0.166,4,11,0.99608,339,0.52,10,5
66,0.58,0.02,24,0.069,19,40,0.99387,338,0.66,126,6
6,0.5,0,14,0.057,15,26,0.99448,336,0.45,95,5
6,0.5,0,14,0.057,15,26,0.99448,336,0.45,95,5
6,0.5,0,14,0.057,15,26,0.99448,336,0.45,95,5
75,0.51,0.02,17,0.084,13,31,0.99538,336,0.54,105,6
75,0.51,0.02,17,0.084,13,31,0.99538,336,0.54,105,6
75,0.51,0.02,17,0.084,13,31,0.99538,336,0.54,105,6
76,0.54,0.02,17,0.085,17,31,0.99589,337,0.51,104,6
75,0.51,0.02,17,0.084,13,31,0.99538,336,0.54,105,6
115,0.42,0.48,26,0.077,8,20,0.99852,309,0.53,11,5
82,0.44,0.24,23,0.063,10,28,0.99613,325,0.53,102,6
61,0.59,0.01,21,0.056,5,13,0.99472,352,0.56,114,5
72,0.655,0.03,18,0.078,7,12,0.99587,334,0.39,95,5
72,0.655,0.03,18,0.078,7,12,0.99587,334,0.39,95,5
69,0.57,0,28,0.081,21,41,0.99518,341,0.52,108,5
9,0.6,0.29,2,0.069,32,73,0.99654,334,0.57,10,5
72,0.62,0.01,23,0.065,8,46,0.99332,332,0.51,118,6
76,0.645,0.03,19,0.086,14,57,0.9969,337,0.46,103,5
76,0.645,0.03,19,0.086,14,57,0.9969,337,0.46,103,5
72,0.58,0.03,23,0.077,7,28,0.99568,335,0.52,10,5
61,0.32,0.25,18,0.086,5,32,0.99464,336,0.44,101,5
61,0.34,0.25,18,0.084,4,28,0.99464,336,0.44,101,5
73,0.43,0.24,25,0.078,27,67,0.99648,36,0.59,111,6
74,0.64,0.17,54,0.168,52,98,0.99736,328,0.5,95,5
116,0.475,0.4,14,0.091,6,28,0.99704,307,0.65,100333333333333,6
92,0.54,0.31,23,0.112,11,38,0.99699,324,0.56,109,5
83,0.85,0.14,25,0.093,13,54,0.99724,336,0.54,101,5
116,0.475,0.4,14,0.091,6,28,0.99704,307,0.65,100333333333333,6
8,0.83,0.27,2,0.08,11,63,0.99652,329,0.48,98,4
72,0.605,0.02,19,0.096,10,31,0.995,346,0.53,118,6
78,0.5,0.09,22,0.115,10,42,0.9971,318,0.62,95,5
73,0.74,0.08,17,0.094,10,45,0.99576,324,0.5,98,5
69,0.54,0.3,22,0.088,9,105,0.99725,325,1.18,105,6
8,0.77,0.32,21,0.079,16,74,0.99656,327,0.5,98,6
66,0.61,0,16,0.069,4,8,0.99396,333,0.37,104,4
87,0.78,0.51,17,0.415,12,66,0.99623,3,1.17,92,5
75,0.58,0.56,31,0.153,5,14,0.99476,321,1.03,116,6
87,0.78,0.51,17,0.415,12,66,0.99623,3,1.17,92,5
77,0.75,0.27,38,0.11,34,89,0.99664,324,0.45,93,5
68,0.815,0,12,0.267,16,29,0.99471,332,0.51,98,3
72,0.56,0.26,2,0.083,13,100,0.99586,326,0.52,99,5
82,0.885,0.2,14,0.086,7,31,0.9946,311,0.46,10,5
52,0.49,0.26,23,0.09,23,74,0.9953,371,0.62,122,6
72,0.45,0.15,2,0.078,10,28,0.99609,329,0.51,99,6
75,0.57,0.02,26,0.077,11,35,0.99557,336,0.62,108,6
75,0.57,0.02,26,0.077,11,35,0.99557,336,0.62,108,6
68,0.83,0.09,18,0.074,4,25,0.99534,338,0.45,96,5
8,0.6,0.22,21,0.08,25,105,0.99613,33,0.49,99,5
8,0.6,0.22,21,0.08,25,105,0.99613,33,0.49,99,5
71,0.755,0.15,18,0.107,20,84,0.99593,319,0.5,95,5
8,0.81,0.25,34,0.076,34,85,0.99668,319,0.42,92,5
74,0.64,0.07,18,0.1,8,23,0.9961,33,0.58,96,5
74,0.64,0.07,18,0.1,8,23,0.9961,33,0.58,96,5
66,0.64,0.31,61,0.083,7,49,0.99718,335,0.68,103,5
67,0.48,0.02,22,0.08,36,111,0.99524,31,0.53,97,5
6,0.49,0,23,0.068,15,33,0.99292,358,0.59,125,6
8,0.64,0.22,24,0.094,5,33,0.99612,337,0.58,11,5
71,0.62,0.06,13,0.07,5,12,0.9942,317,0.48,98,5
8,0.52,0.25,2,0.078,19,59,0.99612,33,0.48,102,5
64,0.57,0.14,39,0.07,27,73,0.99669,332,0.48,92,5
86,0.685,0.1,16,0.092,3,12,0.99745,331,0.65,955,6
87,0.675,0.1,16,0.09,4,11,0.99745,331,0.65,955,5
73,0.59,0.26,2,0.08,17,104,0.99584,328,0.52,99,5
7,0.6,0.12,22,0.083,13,28,0.9966,352,0.62,102,7
72,0.67,0,22,0.068,10,24,0.9956,342,0.72,111,6
79,0.69,0.21,21,0.08,33,141,0.9962,325,0.51,99,5
79,0.69,0.21,21,0.08,33,141,0.9962,325,0.51,99,5
76,0.3,0.42,2,0.052,6,24,0.9963,344,0.82,119,6
72,0.33,0.33,17,0.061,3,13,0.996,323,1.1,10,8
8,0.5,0.39,26,0.082,12,46,0.9985,343,0.62,107,6
77,0.28,0.3,2,0.062,18,34,0.9952,328,0.9,113,7
82,0.24,0.34,51,0.062,8,22,0.9974,322,0.94,109,6
6,0.51,0,21,0.064,40,54,0.995,354,0.93,107,6
81,0.29,0.36,22,0.048,35,53,0.995,327,1.01,124,7
6,0.51,0,21,0.064,40,54,0.995,354,0.93,107,6
66,0.96,0,18,0.082,5,16,0.9936,35,0.44,119,6
64,0.47,0.4,24,0.071,8,19,0.9963,356,0.73,106,6
82,0.24,0.34,51,0.062,8,22,0.9974,322,0.94,109,6
99,0.57,0.25,2,0.104,12,89,0.9963,304,0.9,101,5
10,0.32,0.59,22,0.077,3,15,0.9994,32,0.78,96,5
62,0.58,0,16,0.065,8,18,0.9966,356,0.84,94,5
10,0.32,0.59,22,0.077,3,15,0.9994,32,0.78,96,5
73,0.34,0.33,25,0.064,21,37,0.9952,335,0.77,121,7
78,0.53,0.01,16,0.077,3,19,0.995,316,0.46,98,5
77,0.64,0.21,22,0.077,32,133,0.9956,327,0.45,99,5
78,0.53,0.01,16,0.077,3,19,0.995,316,0.46,98,5
75,0.4,0.18,16,0.079,24,58,0.9965,334,0.58,94,5
7,0.54,0,21,0.079,39,55,0.9956,339,0.84,114,6
64,0.53,0.09,39,0.123,14,31,0.9968,35,0.67,11,4
83,0.26,0.37,14,0.076,8,23,0.9974,326,0.7,96,6
83,0.26,0.37,14,0.076,8,23,0.9974,326,0.7,96,6
77,0.23,0.37,18,0.046,23,60,0.9971,341,0.71,121,6
76,0.41,0.33,25,0.078,6,23,0.9957,33,0.58,112,5
78,0.64,0,19,0.072,27,55,0.9962,331,0.63,11,5
79,0.18,0.4,22,0.049,38,67,0.996,333,0.93,113,5
74,0.41,0.24,18,0.066,18,47,0.9956,337,0.62,104,5
76,0.43,0.31,21,0.069,13,74,0.9958,326,0.54,99,6
59,0.44,0,16,0.042,3,11,0.9944,348,0.85,117,6
61,0.4,0.16,18,0.069,11,25,0.9955,342,0.74,101,7
102,0.54,0.37,154,0.214,55,95,1.00369,318,0.77,9,6
102,0.54,0.37,154,0.214,55,95,1.00369,318,0.77,9,6
10,0.38,0.38,16,0.169,27,90,0.99914,315,0.65,85,5
68,0.915,0.29,48,0.07,15,39,0.99577,353,0.54,111,5
7,0.59,0,17,0.052,3,8,0.996,341,0.47,103,5
73,0.67,0.02,22,0.072,31,92,0.99566,332,0.68,110666666666667,6
72,0.37,0.32,2,0.062,15,28,0.9947,323,0.73,113,7
74,0.785,0.19,52,0.094,19,98,0.99713,316,0.52,956666666666667,6
69,0.63,0.02,19,0.078,18,30,0.99712,34,0.75,98,5
69,0.58,0.2,175,0.058,8,22,0.99322,338,0.49,117,5
73,0.67,0.02,22,0.072,31,92,0.99566,332,0.68,111,6
74,0.785,0.19,52,0.094,19,98,0.99713,316,0.52,96,6
69,0.63,0.02,19,0.078,18,30,0.99712,34,0.75,98,5
68,0.67,0,19,0.08,22,39,0.99701,34,0.74,97,5
69,0.58,0.01,19,0.08,40,54,0.99683,34,0.73,97,5
72,0.38,0.31,2,0.056,15,29,0.99472,323,0.76,113,8
72,0.37,0.32,2,0.062,15,28,0.9947,323,0.73,113,7
78,0.32,0.44,27,0.104,8,17,0.99732,333,0.78,11,7
66,0.58,0.02,2,0.062,37,53,0.99374,335,0.76,116,7
76,0.49,0.33,19,0.074,27,85,0.99706,341,0.58,9,5
117,0.45,0.63,22,0.073,7,23,0.99974,321,0.69,109,6
65,0.9,0,16,0.052,9,17,0.99467,35,0.63,109,6
6,0.54,0.06,18,0.05,38,89,0.99236,33,0.5,1055,6
76,0.49,0.33,19,0.074,27,85,0.99706,341,0.58,9,5
84,0.29,0.4,17,0.067,8,20,0.99603,339,0.6,105,5
79,0.2,0.35,17,0.054,7,15,0.99458,332,0.8,119,7
64,0.42,0.09,23,0.054,34,64,0.99724,341,0.68,104,6
62,0.785,0,21,0.06,6,13,0.99664,359,0.61,10,4
68,0.64,0.03,23,0.075,14,31,0.99545,336,0.58,104,6
69,0.63,0.01,24,0.076,14,39,0.99522,334,0.53,108,6
68,0.59,0.1,17,0.063,34,53,0.9958,341,0.67,97,5
68,0.59,0.1,17,0.063,34,53,0.9958,341,0.67,97,5
73,0.48,0.32,21,0.062,31,54,0.99728,33,0.65,10,7
67,1.04,0.08,23,0.067,19,32,0.99648,352,0.57,11,4
73,0.48,0.32,21,0.062,31,54,0.99728,33,0.65,10,7
73,0.98,0.05,21,0.061,20,49,0.99705,331,0.55,97,3
10,0.69,0.11,14,0.084,8,24,0.99578,288,0.47,97,5
67,0.7,0.08,375,0.067,8,16,0.99334,343,0.52,126,5
76,0.35,0.6,26,0.073,23,44,0.99656,338,0.79,111,6
61,0.6,0.08,18,0.071,14,45,0.99336,338,0.54,11,5
99,0.5,0.5,138,0.205,48,82,1.00242,316,0.75,88,5
53,0.47,0.11,22,0.048,16,89,0.99182,354,0.88,135666666666667,7
99,0.5,0.5,138,0.205,48,82,1.00242,316,0.75,88,5
53,0.47,0.11,22,0.048,16,89,0.99182,354,0.88,136,7
71,0.875,0.05,57,0.082,3,14,0.99808,34,0.52,102,3
82,0.28,0.6,3,0.104,10,22,0.99828,339,0.68,106,5
56,0.62,0.03,15,0.08,6,13,0.99498,366,0.62,101,4
82,0.28,0.6,3,0.104,10,22,0.99828,339,0.68,106,5
72,0.58,0.54,21,0.114,3,9,0.99719,333,0.57,103,4
81,0.33,0.44,15,0.042,6,12,0.99542,335,0.61,107,5
68,0.91,0.06,2,0.06,4,11,0.99592,353,0.64,109,4
7,0.655,0.16,21,0.074,8,25,0.99606,337,0.55,97,5
68,0.68,0.21,21,0.07,9,23,0.99546,338,0.6,103,5
6,0.64,0.05,19,0.066,9,17,0.99496,352,0.78,106,5
56,0.54,0.04,17,0.049,5,13,0.9942,372,0.58,114,5
62,0.57,0.1,21,0.048,4,11,0.99448,344,0.76,108,6
71,0.22,0.49,18,0.039,8,18,0.99344,339,0.56,124,6
56,0.54,0.04,17,0.049,5,13,0.9942,372,0.58,114,5
62,0.65,0.06,16,0.05,6,18,0.99348,357,0.54,1195,5
77,0.54,0.26,19,0.089,23,147,0.99636,326,0.59,97,5
64,0.31,0.09,14,0.066,15,28,0.99459,342,0.7,10,7
7,0.43,0.02,19,0.08,15,28,0.99492,335,0.81,106,6
77,0.54,0.26,19,0.089,23,147,0.99636,326,0.59,97,5
69,0.74,0.03,23,0.054,7,16,0.99508,345,0.63,115,6
66,0.895,0.04,23,0.068,7,13,0.99582,353,0.58,108,6
69,0.74,0.03,23,0.054,7,16,0.99508,345,0.63,115,6
75,0.725,0.04,15,0.076,8,15,0.99508,326,0.53,96,5
78,0.82,0.29,43,0.083,21,64,0.99642,316,0.53,94,5
73,0.585,0.18,24,0.078,15,60,0.99638,331,0.54,98,5
62,0.44,0.39,25,0.077,6,14,0.99555,351,0.69,11,6
75,0.38,0.57,23,0.106,5,12,0.99605,336,0.55,114,6
67,0.76,0.02,18,0.078,6,12,0.996,355,0.63,995,3
68,0.81,0.05,2,0.07,6,14,0.99562,351,0.66,108,6
75,0.38,0.57,23,0.106,5,12,0.99605,336,0.55,114,6
71,0.27,0.6,21,0.074,17,25,0.99814,338,0.72,106,6
79,0.18,0.4,18,0.062,7,20,0.9941,328,0.7,111,5
64,0.36,0.21,22,0.047,26,48,0.99661,347,0.77,97,6
71,0.69,0.04,21,0.068,19,27,0.99712,344,0.67,98,5
64,0.79,0.04,22,0.061,11,17,0.99588,353,0.65,104,6
64,0.56,0.15,18,0.078,17,65,0.99294,333,0.6,105,6
69,0.84,0.21,41,0.074,16,65,0.99842,353,0.72,923333333333333,6
69,0.84,0.21,41,0.074,16,65,0.99842,353,0.72,925,6
61,0.32,0.25,23,0.071,23,58,0.99633,342,0.97,106,5
65,0.53,0.06,2,0.063,29,44,0.99489,338,0.83,103,6
74,0.47,0.46,22,0.114,7,20,0.99647,332,0.63,105,5
66,0.7,0.08,26,0.106,14,27,0.99665,344,0.58,102,5
65,0.53,0.06,2,0.063,29,44,0.99489,338,0.83,103,6
69,0.48,0.2,19,0.082,9,23,0.99585,339,0.43,905,4
61,0.32,0.25,23,0.071,23,58,0.99633,342,0.97,106,5
68,0.48,0.25,2,0.076,29,61,0.9953,334,0.6,104,5
6,0.42,0.19,2,0.075,22,47,0.99522,339,0.78,10,6
67,0.48,0.08,21,0.064,18,34,0.99552,333,0.64,97,5
68,0.47,0.08,22,0.064,18,38,0.99553,33,0.65,96,6
71,0.53,0.07,17,0.071,15,24,0.9951,329,0.66,108,6
79,0.29,0.49,22,0.096,21,59,0.99714,331,0.67,101,6
71,0.69,0.08,21,0.063,42,52,0.99608,342,0.6,102,6
66,0.44,0.09,22,0.063,9,18,0.99444,342,0.69,113,6
61,0.705,0.1,28,0.081,13,28,0.99631,36,0.66,102,5
72,0.53,0.13,2,0.058,18,22,0.99573,321,0.68,99,6
8,0.39,0.3,19,0.074,32,84,0.99717,339,0.61,9,5
66,0.56,0.14,24,0.064,13,29,0.99397,342,0.62,117,7
7,0.55,0.13,22,0.075,15,35,0.9959,336,0.59,97,6
61,0.53,0.08,19,0.077,24,45,0.99528,36,0.68,103,6
54,0.58,0.08,19,0.059,20,31,0.99484,35,0.64,102,6
62,0.64,0.09,25,0.081,15,26,0.99538,357,0.63,12,5
72,0.39,0.32,18,0.065,34,60,0.99714,346,0.78,99,5
62,0.52,0.08,44,0.071,11,32,0.99646,356,0.63,116,6
74,0.25,0.29,22,0.054,19,49,0.99666,34,0.76,109,7
67,0.855,0.02,19,0.064,29,38,0.99472,33,0.56,1075,6
111,0.44,0.42,22,0.064,14,19,0.99758,325,0.57,104,6
84,0.37,0.43,23,0.063,12,19,0.9955,317,0.81,112,7
65,0.63,0.33,18,0.059,16,28,0.99531,336,0.64,101,6
7,0.57,0.02,2,0.072,17,26,0.99575,336,0.61,102,5
63,0.6,0.1,16,0.048,12,26,0.99306,355,0.51,121,5
112,0.4,0.5,2,0.099,19,50,0.99783,31,0.58,104,5
74,0.36,0.3,18,0.074,17,24,0.99419,324,0.7,114,8
71,0.68,0,23,0.087,17,26,0.99783,345,0.53,95,5
71,0.67,0,23,0.083,18,27,0.99768,344,0.54,94,5
63,0.68,0.01,37,0.103,32,54,0.99586,351,0.66,113,6
73,0.735,0,22,0.08,18,28,0.99765,341,0.6,94,5
66,0.855,0.02,24,0.062,15,23,0.99627,354,0.6,11,6
7,0.56,0.17,17,0.065,15,24,0.99514,344,0.68,1055,7
66,0.88,0.04,22,0.066,12,20,0.99636,353,0.56,99,5
66,0.855,0.02,24,0.062,15,23,0.99627,354,0.6,11,6
69,0.63,0.33,67,0.235,66,115,0.99787,322,0.56,95,5
78,0.6,0.26,2,0.08,31,131,0.99622,321,0.52,99,5
78,0.6,0.26,2,0.08,31,131,0.99622,321,0.52,99,5
78,0.6,0.26,2,0.08,31,131,0.99622,321,0.52,99,5
72,0.695,0.13,2,0.076,12,20,0.99546,329,0.54,101,5
72,0.695,0.13,2,0.076,12,20,0.99546,329,0.54,101,5
72,0.695,0.13,2,0.076,12,20,0.99546,329,0.54,101,5
67,0.67,0.02,19,0.061,26,42,0.99489,339,0.82,109,6
67,0.16,0.64,21,0.059,24,52,0.99494,334,0.71,112,6
72,0.695,0.13,2,0.076,12,20,0.99546,329,0.54,101,5
7,0.56,0.13,16,0.077,25,42,0.99629,334,0.59,92,5
62,0.51,0.14,19,0.056,15,34,0.99396,348,0.57,115,6
64,0.36,0.53,22,0.23,19,35,0.9934,337,0.93,124,6
64,0.38,0.14,22,0.038,15,25,0.99514,344,0.65,111,6
73,0.69,0.32,22,0.069,35,104,0.99632,333,0.51,95,5
6,0.58,0.2,24,0.075,15,50,0.99467,358,0.67,125,6
56,0.31,0.78,139,0.074,23,92,0.99677,339,0.48,105,6
75,0.52,0.4,22,0.06,12,20,0.99474,326,0.64,118,6
8,0.3,0.63,16,0.081,16,29,0.99588,33,0.78,108,6
62,0.7,0.15,51,0.076,13,27,0.99622,354,0.6,119,6
68,0.67,0.15,18,0.118,13,20,0.9954,342,0.67,113,6
62,0.56,0.09,17,0.053,24,32,0.99402,354,0.6,113,5
74,0.35,0.33,24,0.068,9,26,0.9947,336,0.6,119,6
62,0.56,0.09,17,0.053,24,32,0.99402,354,0.6,113,5
61,0.715,0.1,26,0.053,13,27,0.99362,357,0.5,119,5
62,0.46,0.29,21,0.074,32,98,0.99578,333,0.62,98,5
67,0.32,0.44,24,0.061,24,34,0.99484,329,0.8,116,7
72,0.39,0.44,26,0.066,22,48,0.99494,33,0.84,115,6
75,0.31,0.41,24,0.065,34,60,0.99492,334,0.85,114,6
58,0.61,0.11,18,0.066,18,28,0.99483,355,0.66,109,6
72,0.66,0.33,25,0.068,34,102,0.99414,327,0.78,128,6
66,0.725,0.2,78,0.073,29,79,0.9977,329,0.54,92,5
63,0.55,0.15,18,0.077,26,35,0.99314,332,0.82,116,6
54,0.74,0.09,17,0.089,16,26,0.99402,367,0.56,116,6
63,0.51,0.13,23,0.076,29,40,0.99574,342,0.75,11,6
68,0.62,0.08,19,0.068,28,38,0.99651,342,0.82,95,6
62,0.6,0.08,2,0.09,32,44,0.9949,345,0.58,105,5
59,0.55,0.1,22,0.062,39,51,0.99512,352,0.76,112,6
63,0.51,0.13,23,0.076,29,40,0.99574,342,0.75,11,6
59,0.645,0.12,2,0.075,32,44,0.99547,357,0.71,102,5
6,0.31,0.47,36,0.067,18,42,0.99549,339,0.66,11,6
